
6.1.003.002.373;E;zzzz;2020-10-03 19:49:45.232395;
6.1.003.002.373;E;zzzz;2020-10-03 19:49:45.232395;
6.1.003.002.373;E;zzzz;2020-10-03 19:49:45.232395;
6.1.003.002.373;E;zzzz;2020-10-03 19:49:45.232395;
6.1.003.002.373;E;zzzz;2020-10-03 19:49:45.232395;
6.1.003.002.373;E;zzzz;2020-10-03 19:49:45.232395;
6.1.003.002.373;E;zzzz;2020-10-03 19:50:08.327799;
6.1.003.002.373;E;zzzz;2020-10-03 19:50:46.352759;
6.1.003.002.373;E;zzzz;2020-10-03 19:52:04.530019;
6.1.003.002.373;E;zzzz;2020-10-03 19:52:14.198565;
6.1.003.002.373;E;zzzz;2020-10-03 19:55:42.863277;
6.1.003.002.373;E;zzzz;2020-10-03 19:57:36.276159;
6.1.003.002.373;E;zzzz;2020-10-03 19:57:36.276159;
6.1.003.002.373;E;zzzz;2020-10-03 19:57:51.338231;
6.1.003.002.373;E;zzzz;2020-10-03 19:57:51.338231;
6.1.003.002.373;E;zzzz;2020-10-03 19:57:51.338231;
6.1.003.002.373;E;zzzz;2020-10-03 19:57:51.338231;
6.1.003.002.373;E;zzzz;2020-10-03 19:57:51.338231;
6.1.003.002.373;E;zzzz;2020-10-03 19:57:51.338231;
6.1.003.002.373;E;zzzz;2020-10-03 19:57:51.338231;
6.1.003.002.373;E;zzzz;2020-10-03 19:58:24.840058;
6.1.003.002.373;E;zzzz;2020-10-03 19:58:24.840058;
6.1.003.002.373;E;zzzz;2020-10-03 19:58:24.840058;
6.1.003.002.373;E;zzzz;2020-10-03 19:58:24.840058;
6.1.003.002.373;E;zzzz;2020-10-03 19:59:08.099012;
6.1.003.002.373;E;zzzz;2020-10-03 19:59:08.099012;
6.1.003.002.373;E;zzzz;2020-10-03 19:59:08.099012;
6.1.003.002.373;E;zzzz;2020-10-03 19:59:08.099012;
6.1.003.002.373;E;zzzz;2020-10-03 19:59:52.706141;
6.1.003.002.373;E;zzzz;2020-10-03 19:59:52.706141;
6.1.003.002.373;E;zzzz;2020-10-03 19:59:52.706141;
6.1.003.002.373;E;zzzz;2020-10-03 20:00:25.853590;
6.1.003.002.373;E;zzzz;2020-10-03 20:00:25.853590;
6.1.003.002.373;E;zzzz;2020-10-03 20:00:25.853590;
6.1.003.002.373;E;zzzz;2020-10-03 20:00:25.853590;
6.1.003.002.373;E;zzzz;2020-10-03 20:00:25.853590;
6.1.003.002.373;E;zzzz;2020-10-03 20:00:53.734398;
6.1.003.002.373;E;zzzz;2020-10-03 20:00:53.734398;
6.1.003.002.373;E;zzzz;2020-10-03 20:01:03.559349;
6.1.003.002.373;E;zzzz;2020-10-03 20:01:03.559349;
6.1.003.002.373;E;zzzz;2020-10-03 20:01:53.730655;
6.1.003.002.373;E;zzzz;2020-10-03 20:01:53.730655;
6.1.003.002.373;E;zzzz;2020-10-03 20:02:33.089745;
6.1.003.002.373;E;zzzz;2020-10-03 20:02:33.089745;
6.1.003.002.373;E;zzzz;2020-10-03 20:02:33.089745;
6.1.003.002.373;E;zzzz;2020-10-03 20:03:04.086431;
6.1.003.002.373;E;zzzz;2020-10-03 20:03:04.086431;
6.1.003.002.373;E;zzzz;2020-10-03 20:03:04.086431;
6.1.003.002.373;E;zzzz;2020-10-03 20:03:04.086431;
6.1.003.002.373;E;zzzz;2020-10-03 20:03:36.867618;
6.1.003.002.373;E;zzzz;2020-10-03 20:03:36.867618;
6.1.003.002.373;E;zzzz;2020-10-03 20:03:36.867618;
6.1.003.002.373;E;zzzz;2020-10-03 20:03:36.867618;
6.1.003.002.373;E;zzzz;2020-10-03 20:03:36.867618;
6.1.003.002.373;E;zzzz;2020-10-03 20:10:41.858853;
6.1.003.002.373;E;zzzz;2020-10-03 20:10:41.858853;
6.1.003.002.373;E;zzzz;2020-10-03 20:11:04.940651;
6.1.003.002.373;E;zzzz;2020-10-03 20:11:04.940651;
6.1.003.002.373;E;zzzz;2020-10-03 20:11:04.940651;
6.1.003.002.373;E;zzzz;2020-10-03 20:11:04.940651;
6.1.003.002.373;E;zzzz;2020-10-03 20:11:23.504484;
6.1.003.002.373;E;zzzz;2020-10-03 20:11:23.504484;
6.1.003.002.373;E;zzzz;2020-10-03 20:11:23.504484;
6.1.003.002.373;E;zzzz;2020-10-03 20:11:23.504484;
6.1.003.002.373;E;zzzz;2020-10-03 20:11:23.504484;
6.1.003.002.373;E;zzzz;2020-10-03 20:13:53.610788;
6.1.003.002.373;E;zzzz;2020-10-03 20:14:02.206121;
6.1.003.002.373;E;zzzz;2020-10-03 20:15:02.313679;
6.1.003.002.373;E;zzzz;2020-10-03 20:16:00.238553;
6.1.003.002.373;E;zzzz;2020-10-03 20:16:00.238553;
6.1.003.002.373;E;zzzz;2020-10-03 20:16:00.238553;
6.1.003.002.373;E;zzzz;2020-10-03 20:16:36.628162;
6.1.003.002.373;E;zzzz;2020-10-03 20:16:36.628162;
6.1.003.002.373;E;zzzz;2020-10-03 20:17:45.094426;
6.1.003.002.373;E;zzzz;2020-10-03 20:17:45.094426;
6.1.003.002.373;E;zzzz;2020-10-03 20:18:49.895683;
6.1.003.002.373;E;zzzz;2020-10-03 20:18:49.895683;
6.1.003.002.373;E;zzzz;2020-10-03 20:18:49.895683;
6.1.003.002.373;E;zzzz;2020-10-03 20:18:49.895683;
6.1.003.002.373;E;zzzz;2020-10-03 20:18:49.895683;
6.1.003.002.373;E;zzzz;2020-10-03 20:18:49.895683;
6.1.003.002.373;E;zzzz;2020-10-03 20:18:49.895683;
6.1.003.002.373;E;zzzz;2020-10-03 20:27:15.365157;
6.1.003.002.373;E;zzzz;2020-10-03 20:27:15.365157;
6.1.003.002.373;E;zzzz;2020-10-03 20:27:15.365157;
6.1.001.001.027;E;zzzz;2020-10-03 20:28:54.280230;
6.1.001.001.027;E;2025;2020-10-03 20:29:16.695488;
6.1.001.001.027;E;2025;2020-10-03 20:30:48.678832;
6.1.001.002.024;E;2025;2020-10-03 20:31:20.692132;
